LLP with Faststep
communities-9.txt communities-0.txt: 0.95962
communities-9.txt communities-1.txt: 0.976245
communities-9.txt communities-2.txt: 0.93202
communities-9.txt communities-3.txt: 0.854011
communities-9.txt communities-4.txt: 0.812692
communities-9.txt communities-5.txt: 0.806989
Faststep with Louvain
communities-100000div.txt communities-0.txt: 0.271914
communities-100000div.txt communities-1.txt: 0.167406
communities-100000div.txt communities-2.txt: 0.137981
communities-100000div.txt communities-3.txt: 0.145967
communities-100000div.txt communities-4.txt: 0.155263
communities-100000div.txt communities-5.txt: 0.156683
communities-10000div.txt communities-0.txt: 0.478737
communities-10000div.txt communities-1.txt: 0.36151
communities-10000div.txt communities-2.txt: 0.283675
communities-10000div.txt communities-3.txt: 0.255543
communities-10000div.txt communities-4.txt: 0.2613
communities-10000div.txt communities-5.txt: 0.262811
communities-1000div.txt communities-0.txt: 0.6879
communities-1000div.txt communities-1.txt: 0.594778
communities-1000div.txt communities-2.txt: 0.509619
communities-1000div.txt communities-3.txt: 0.412054
communities-1000div.txt communities-4.txt: 0.38133
communities-1000div.txt communities-5.txt: 0.378672
communities-100div.txt communities-0.txt: 0.810581
communities-100div.txt communities-1.txt: 0.734119
communities-100div.txt communities-2.txt: 0.661676
communities-100div.txt communities-3.txt: 0.553568
communities-100div.txt communities-4.txt: 0.502057
communities-100div.txt communities-5.txt: 0.495322
communities-10div.txt communities-0.txt: 0.925408
communities-10div.txt communities-1.txt: 0.86334
communities-10div.txt communities-2.txt: 0.804764
communities-10div.txt communities-3.txt: 0.712491
communities-10div.txt communities-4.txt: 0.664459
communities-10div.txt communities-5.txt: 0.657887
communities-200000div.txt communities-0.txt: 0.189882
communities-200000div.txt communities-1.txt: 0.10771
communities-200000div.txt communities-2.txt: 0.0941483
communities-200000div.txt communities-3.txt: 0.103318
communities-200000div.txt communities-4.txt: 0.110762
communities-200000div.txt communities-5.txt: 0.111867
communities-20000div.txt communities-0.txt: 0.415527
communities-20000div.txt communities-1.txt: 0.296232
communities-20000div.txt communities-2.txt: 0.231164
communities-20000div.txt communities-3.txt: 0.220491
communities-20000div.txt communities-4.txt: 0.229429
communities-20000div.txt communities-5.txt: 0.231089
communities-2000div.txt communities-0.txt: 0.641339
communities-2000div.txt communities-1.txt: 0.541839
communities-2000div.txt communities-2.txt: 0.454061
communities-2000div.txt communities-3.txt: 0.369086
communities-2000div.txt communities-4.txt: 0.34953
communities-2000div.txt communities-5.txt: 0.348533
communities-200div.txt communities-0.txt: 0.772392
communities-200div.txt communities-1.txt: 0.690831
communities-200div.txt communities-2.txt: 0.61389
communities-200div.txt communities-3.txt: 0.505185
communities-200div.txt communities-4.txt: 0.457429
communities-200div.txt communities-5.txt: 0.451552
communities-20div.txt communities-0.txt: 0.885481
communities-20div.txt communities-1.txt: 0.818576
communities-20div.txt communities-2.txt: 0.755254
communities-20div.txt communities-3.txt: 0.656117
communities-20div.txt communities-4.txt: 0.605146
communities-20div.txt communities-5.txt: 0.598209
communities-500000div.txt communities-0.txt: 0.0996726
communities-500000div.txt communities-1.txt: 0.0523962
communities-500000div.txt communities-2.txt: 0.0489653
communities-500000div.txt communities-3.txt: 0.055204
communities-500000div.txt communities-4.txt: 0.0595935
communities-500000div.txt communities-5.txt: 0.0602356
communities-50000div.txt communities-0.txt: 0.346834
communities-50000div.txt communities-1.txt: 0.23076
communities-50000div.txt communities-2.txt: 0.182851
communities-50000div.txt communities-3.txt: 0.184481
communities-50000div.txt communities-4.txt: 0.194434
communities-50000div.txt communities-5.txt: 0.196048
communities-5000div.txt communities-0.txt: 0.537098
communities-5000div.txt communities-1.txt: 0.424793
communities-5000div.txt communities-2.txt: 0.339422
communities-5000div.txt communities-3.txt: 0.291209
communities-5000div.txt communities-4.txt: 0.291059
communities-5000div.txt communities-5.txt: 0.292142
communities-500div.txt communities-0.txt: 0.730502
communities-500div.txt communities-1.txt: 0.643243
communities-500div.txt communities-2.txt: 0.561812
communities-500div.txt communities-3.txt: 0.456584
communities-500div.txt communities-4.txt: 0.416222
communities-500div.txt communities-5.txt: 0.411817
communities-50div.txt communities-0.txt: 0.846194
communities-50div.txt communities-1.txt: 0.774349
communities-50div.txt communities-2.txt: 0.706242
communities-50div.txt communities-3.txt: 0.601447
communities-50div.txt communities-4.txt: 0.549075
communities-50div.txt communities-5.txt: 0.542055
communities-5div.txt communities-0.txt: 0.942265
communities-5div.txt communities-1.txt: 0.882182
communities-5div.txt communities-2.txt: 0.82556
communities-5div.txt communities-3.txt: 0.736273
communities-5div.txt communities-4.txt: 0.689671
communities-5div.txt communities-5.txt: 0.683289
